feature_name,section_original,section_mapped,term,canonical_term,display_term,term_type,ngram_len,pos_pattern,is_generic,role_prior,source_corpus,document_frequency,total_frequency,matched_surface_terms,search_terms,wiki_url,wikidata_id,notes
methods__self-attention,methods,method,self-attention,self-attention,self-attention,component,unigram,NN,false,core_method,both,16,57,self attention; self-attention; self-attention mechanism,self attention; self-attention; self-attention mechanism,nan,Q113364820,pos=fallback
methods__recurrent neural networks,methods,method,recurrent neural networks,Recurrent neural network,recurrent neural networks,model,trigram,JJ JJ NN,false,core_method,both,13,52,recurrent neural network; recurrent neural networks; rnn,recurrent neural network; recurrent neural networks; rnn,https://en.wikipedia.org/wiki/Recurrent_neural_network,Q1457734,pos=fallback
methods__word embedding,methods,method,word embedding,word embedding,word embedding,component,bigram,NN NN,false,core_method,both,13,27,word embedding; word embeddings; word vector,word embedding; word embeddings; word vector,https://en.wikipedia.org/wiki/Word_embedding,Q18395344,pos=fallback
methods__MLP,methods,method,MLP,multilayer perceptron,MLP,model,unigram,NN,false,core_method,both,11,23,mlp; multi-layer perceptron; multilayer perceptron,mlp; multi-layer perceptron; multilayer perceptron,https://en.wikipedia.org/wiki/Multilayer_perceptron,Q2991667,pos=fallback
methods__epoch,methods,method,epoch,Epoch,epoch,method,unigram,NN,false,core_method,both,10,15,epoch; training epoch,epoch; epoch (machine learning); training epoch,nan,Q140192549,pos=fallback
methods__question answering,methods,method,question answering,question answering,question answering,task,bigram,NN NN,false,task,both,10,14,question answering; question-answering,question answering; question-answering,https://en.wikipedia.org/wiki/Question_answering,Q1074173,pos=fallback
methods__backpropagation,methods,method,backpropagation,backpropagation,backpropagation,method,unigram,NN,false,core_method,both,10,11,back-propagation; backpropagation,back-propagation; backpropagation,https://en.wikipedia.org/wiki/Backpropagation,Q798503,pos=fallback
methods__ResNet,methods,method,ResNet,residual neural network,ResNet,model,unigram,NN,false,core_method,initial_corpus,9,22,resnet,residual neural network; resnet,https://en.wikipedia.org/wiki/Residual_neural_network,Q43744058,pos=fallback
methods__natural language processing,methods,method,natural language processing,Natural language processing,natural language processing,other,trigram,JJ NN NN,false,other,both,9,18,natural language processing; nlp,natural language processing; nlp,https://en.wikipedia.org/wiki/Natural_language_processing,Q30642,pos=fallback
methods__end-to-end,methods,method,end-to-end,end-to-end reinforcement learning,end-to-end,other,bigram,NN NN,false,other,both,9,15,deep rl; end-to-end; end-to-end learning,deep rl; end-to-end; end-to-end learning; end-to-end reinforcement learning,https://en.wikipedia.org/wiki/End-to-end_reinforcement_learning,Q30589144,pos=fallback
methods__machine learning,methods,method,machine learning,machine learning,machine learning,other,bigram,NN NN,false,other,both,9,12,machine learning,machine learning,https://en.wikipedia.org/wiki/Machine_learning,Q2539,pos=fallback
methods__perplexity,methods,method,perplexity,Perplexity,perplexity,metric,unigram,NN,false,metric,both,8,17,perplexity,perplexity,nan,Q123403392,pos=fallback
methods__GPT-3,methods,method,GPT-3,GPT-3,GPT-3,model,unigram,CD,false,core_method,both,7,56,gpt-3,gpt-3,https://en.wikipedia.org/wiki/GPT-3,Q95726734,pos=fallback
methods__policy gradient,methods,method,policy gradient,policy-gradient method,policy gradient,method,bigram,NN JJ,false,core_method,both,7,26,policy gradient; policy gradient methods,policy gradient; policy gradient methods; policy-gradient method,https://en.wikipedia.org/wiki/Policy_gradient_method,Q113840014,pos=fallback
methods__GPT,methods,method,GPT,generative pre-trained transformer,GPT,model,unigram,NN,false,core_method,both,7,12,gpt,generative pre-trained transformer; gpt,https://en.wikipedia.org/wiki/Generative_pre-trained_transformer,Q116777014,pos=fallback
methods__autoencoder,methods,method,autoencoder,autoencoder,autoencoder,method,unigram,NN,false,core_method,both,7,9,autoencoder; autoencoders,autoencoder; autoencoders,https://en.wikipedia.org/wiki/Autoencoder,Q786435,pos=fallback
methods__deep learning,methods,method,deep learning,deep learning,deep learning,method,bigram,JJ NN,false,core_method,both,7,9,deep learning,deep learning,https://en.wikipedia.org/wiki/Deep_learning,Q197536,pos=fallback
methods__reinforcement learning,methods,method,reinforcement learning,reinforcement learning,reinforcement learning,method,bigram,NN NN,false,core_method,both,7,8,reinforcement learning,reinforcement learning,https://en.wikipedia.org/wiki/Reinforcement_learning,Q830687,pos=fallback
methods__machine translation,methods,method,machine translation,machine translation,machine translation,task,bigram,NN NN,false,task,both,7,7,machine translation,machine translation,https://en.wikipedia.org/wiki/Machine_translation,Q79798,pos=fallback
methods__diffusion models,methods,method,diffusion models,diffusion model,diffusion models,method,bigram,NN NN,false,core_method,round2_corpus,6,28,diffusion model; diffusion models; diffusion probabilistic models; text-to-image diffusion model,diffusion model; diffusion models; diffusion probabilistic models; text-to-image diffusion model,https://en.wikipedia.org/wiki/Diffusion_model,Q114617315,pos=fallback
methods__ffn,methods,method,ffn,feedforward neural network,ffn,other,unigram,NN,false,other,initial_corpus,6,22,feed-forward neural network; feedforward neural network; feedforward neural networks; ffn,feed-forward neural network; feedforward neural network; feedforward neural networks; ffn,https://en.wikipedia.org/wiki/Feedforward_neural_network,Q5441227,pos=fallback
methods__bag-of-words,methods,method,bag-of-words,bag-of-words model,bag-of-words,method,bigram,NN NN,false,core_method,initial_corpus,6,17,bag of words; bag-of-words; bag-of-words model; bow,bag of words; bag-of-words; bag-of-words model; bow,https://en.wikipedia.org/wiki/Bag-of-words_model,Q3460803,pos=fallback
methods__GPT-2,methods,method,GPT-2,GPT-2,GPT-2,model,unigram,CD,false,core_method,both,6,10,gpt-2,gpt-2,https://en.wikipedia.org/wiki/GPT-2,Q95726727,pos=fallback
methods__sentence embeddings,methods,method,sentence embeddings,Sentence Embedding,sentence embeddings,component,bigram,NN NN,false,core_method,both,6,9,sentence embedding; sentence embeddings; sentence representation; text embedding,sentence embedding; sentence embeddings; sentence representation; text embedding,nan,Q140197859,pos=fallback
methods__supervised learning,methods,method,supervised learning,supervised learning,supervised learning,method,bigram,JJ NN,false,core_method,both,6,9,supervised learning,supervised learning,https://en.wikipedia.org/wiki/Supervised_learning,Q334384,pos=fallback
methods__activation function,methods,method,activation function,activation function,activation function,component,bigram,NN NN,false,core_method,both,6,7,activation function,activation function,https://en.wikipedia.org/wiki/Activation_function,Q4677469,pos=fallback
methods__deep network,methods,method,deep network,deep neural network,deep network,model,bigram,JJ NN,false,core_method,initial_corpus,6,6,deep network; deep networks; deep neural network; deep neural networks,deep network; deep networks; deep neural network; deep neural networks,https://en.wikipedia.org/wiki/Deep_neural_network,Q51289900,pos=fallback
methods__gcn,methods,method,gcn,graph convolutional network,gcn,model,unigram,NN,false,core_method,both,5,13,gcn; graph convolutional network,gcn; graph convolutional network,https://en.wikipedia.org/wiki/Graph_convolutional_network,Q54811238,pos=fallback
methods__large language models,methods,method,large language models,Large language model,large language models,model,trigram,JJ NN NN,false,core_method,both,5,11,large language models; llm; llms,large language model; large language models; llm; llms,https://en.wikipedia.org/wiki/Large_language_model,Q115305900,pos=fallback
methods__few-shot learning,methods,method,few-shot learning,few-shot learning,few-shot learning,other,bigram,NN NN,false,other,both,5,9,few-shot learning,few-shot learning,nan,Q110797734,pos=fallback
methods__PaLM,methods,method,PaLM,PaLM,PaLM,model,unigram,NN,false,core_method,both,5,8,palm,palm,https://en.wikipedia.org/wiki/PaLM,Q117232125,pos=fallback
methods__tokenization,methods,method,tokenization,tokenization,tokenization,component,unigram,NN,false,core_method,both,5,8,tokenization,tokenization,https://en.wikipedia.org/wiki/Tokenization_%28lexical_analysis%29,Q2438971,pos=fallback
methods__dqn,methods,method,dqn,Deep Q-Network,dqn,model,unigram,NN,false,core_method,both,5,7,deep q-network; dqn,deep q-network; dqn,nan,Q20722857,pos=fallback
methods__masked language modeling,methods,method,masked language modeling,masked language model,masked language modeling,model,trigram,JJ NN NN,false,core_method,initial_corpus,5,7,masked language model; masked language modeling,masked language model; masked language modeling,nan,Q24868018,pos=fallback
methods__roberta,methods,method,roberta,RoBERTa,roberta,model,unigram,NN,false,core_method,both,5,7,roberta,roberta,nan,Q85124095,pos=fallback
methods__segmentation,methods,method,segmentation,speech segmentation,segmentation,task,unigram,NN,false,task,both,5,6,segmentation,segmentation; speech segmentation,https://en.wikipedia.org/wiki/Speech_segmentation,Q2266173,pos=fallback
methods__vision and language,methods,method,vision and language,Vision and Language,vision and language,other,trigram,NN NN NN,false,other,both,5,6,vision and language,vision and language,nan,Q111467776,pos=fallback
methods__speech recognition,methods,method,speech recognition,speech recognition,speech recognition,task,bigram,NN NN,false,task,both,4,14,asr; speech recognition; stt,asr; speech recognition; stt,https://en.wikipedia.org/wiki/Speech_recognition,Q189436,pos=fallback
methods__aggregation,methods,method,aggregation,aggregation,aggregation,other,unigram,NN,false,other,both,4,11,aggregation,aggregation,https://en.wikipedia.org/wiki/Aggregation_%28linguistics%29,Q4692263,pos=fallback
methods__transfer learning,methods,method,transfer learning,transfer learning,transfer learning,method,bigram,NN NN,false,core_method,both,4,10,inductive transfer; transfer learning; transfer-learning,inductive transfer; transfer learning; transfer-learning,https://en.wikipedia.org/wiki/Transfer_learning,Q6027324,pos=fallback
methods__representation learning,methods,method,representation learning,feature learning,representation learning,method,bigram,NN NN,false,core_method,both,4,9,feature learning; representation learning,feature learning; representation learning,https://en.wikipedia.org/wiki/Feature_learning,Q17013334,pos=fallback
methods__xlnet,methods,method,xlnet,XLNet,xlnet,model,unigram,NN,false,core_method,both,4,9,xlnet,xlnet,nan,Q107031747,pos=fallback
methods__svm,methods,method,svm,support vector machine,svm,other,unigram,NN,false,other,both,4,7,svm; svms,support vector machine; svm; svms,https://en.wikipedia.org/wiki/Support_vector_machine,Q282453,pos=fallback
methods__semi-supervised learning,methods,method,semi-supervised learning,semi-supervised learning,semi-supervised learning,method,bigram,JJ NN,false,core_method,both,4,6,semi-supervised learning,semi-supervised learning,https://en.wikipedia.org/wiki/Semi-supervised_learning,Q1041418,pos=fallback
methods__seq2seq,methods,method,seq2seq,sequence-to-sequence learning,seq2seq,other,unigram,CD,false,other,both,4,6,seq2seq,seq2seq; sequence-to-sequence learning,https://en.wikipedia.org/wiki/Seq2seq,Q41589189,pos=fallback
methods__tokenizer,methods,method,tokenizer,tokenizer,tokenizer,component,unigram,NN,false,core_method,both,4,6,tokenizer,tokenizer,nan,Q137216276,pos=fallback
methods__learning algorithm,methods,method,learning algorithm,machine learning algorithm,learning algorithm,method,bigram,NN NN,false,core_method,both,4,5,learning algorithm; learning algorithms,learning algorithm; learning algorithms; machine learning algorithm,https://en.wikipedia.org/wiki/Machine_learning_algorithm,Q110688486,pos=fallback
methods__adam optimizer,methods,method,adam optimizer,Adam optimizer,adam optimizer,method,bigram,NN NN,false,core_method,both,4,4,adam optimizer,adam optimizer,https://en.wikipedia.org/wiki/Adam_%28optimization_algorithm%29,Q29410287,pos=fallback
methods__autoregressive models,methods,method,autoregressive models,autoregressive model,autoregressive models,other,bigram,JJ NN,false,other,both,4,4,ar models; autoregressive model; autoregressive models,ar models; autoregressive model; autoregressive models,https://en.wikipedia.org/wiki/Autoregressive_model,Q2202883,pos=fallback
methods__GPT-4,methods,method,GPT-4,GPT-4,GPT-4,model,unigram,CD,false,core_method,initial_corpus,3,24,gpt-4,gpt-4,https://en.wikipedia.org/wiki/GPT-4,Q116709136,pos=fallback
methods__sft,methods,method,sft,supervised fine-tuning,sft,method,unigram,NN,false,core_method,initial_corpus,3,18,sft; supervised fine-tuning,sft; supervised fine-tuning,nan,Q118129371,pos=fallback
methods__rlhf,methods,method,rlhf,reinforcement learning from human feedback,rlhf,other,unigram,NN,false,other,initial_corpus,3,12,rlhf,reinforcement learning from human feedback; rlhf,https://en.wikipedia.org/wiki/Reinforcement_learning_from_human_feedback,Q115570683,pos=fallback
methods__bart,methods,method,bart,BART,bart,model,unigram,NN,false,core_method,both,3,10,bart,bart,nan,Q108212505,pos=fallback
methods__bleu,methods,method,bleu,BLEU,bleu,metric,unigram,NN,false,metric,both,3,7,bleu,bleu,https://en.wikipedia.org/wiki/BLEU,Q3500773,pos=fallback
methods__alexnet,methods,method,alexnet,AlexNet,alexnet,model,unigram,NN,false,core_method,initial_corpus,3,6,alexnet,alexnet,https://en.wikipedia.org/wiki/AlexNet,Q28325009,pos=fallback
methods__chatgpt,methods,method,chatgpt,ChatGPT,chatgpt,other,unigram,NN,false,other,initial_corpus,3,6,chatgpt,chatgpt,https://en.wikipedia.org/wiki/ChatGPT,Q115564437,pos=fallback
methods__neural network model,methods,method,neural network model,neural network model,neural network model,other,trigram,JJ NN NN,false,other,both,3,6,neural network model,neural network model,nan,Q110404576,pos=fallback
methods__summarization,methods,method,summarization,automatic summarization,summarization,task,unigram,NN,false,task,initial_corpus,3,6,summarization,automatic summarization; summarization,https://en.wikipedia.org/wiki/Automatic_summarization,Q1394144,pos=fallback
methods__GloVe,methods,method,GloVe,GloVe,GloVe,other,unigram,NN,false,other,both,3,4,glove,glove,https://en.wikipedia.org/wiki/GloVe,Q22826110,pos=fallback
methods__adaptive learning,methods,method,adaptive learning,online machine learning,adaptive learning,other,bigram,JJ NN,false,other,both,3,4,adaptive learning,adaptive learning; online machine learning,https://en.wikipedia.org/wiki/Online_machine_learning,Q7094097,pos=fallback
methods__mrr,methods,method,mrr,mean reciprocal rank,mrr,metric,unigram,NN,false,metric,both,3,4,mean reciprocal rank; mrr,mean reciprocal rank; mrr,https://en.wikipedia.org/wiki/Mean_reciprocal_rank,Q3853443,pos=fallback
methods__parsing,methods,method,parsing,parsing,parsing,other,unigram,NN,false,other,both,3,4,parsing,parsing,https://en.wikipedia.org/wiki/Parsing,Q194152,pos=fallback
methods__label smoothing,methods,method,label smoothing,label smoothing,label smoothing,other,bigram,NN NN,false,other,both,3,3,label smoothing; label-smoothing,label smoothing; label-smoothing,nan,Q130364031,pos=fallback
methods__object detection,methods,method,object detection,object detection,object detection,task,bigram,NN NN,false,task,initial_corpus,3,3,object detection,object detection,https://en.wikipedia.org/wiki/Object_detection,Q3045304,pos=fallback
methods__softmax function,methods,method,softmax function,softmax function,softmax function,other,bigram,NN NN,false,other,initial_corpus,3,3,softmax function,softmax function,https://en.wikipedia.org/wiki/Softmax_function,Q7554146,pos=fallback
methods__gnn,methods,method,gnn,graph neural network,gnn,model,unigram,NN,false,core_method,round2_corpus,2,25,gnn; graph neural network; graph neural networks,gnn; graph neural network; graph neural networks,https://en.wikipedia.org/wiki/Graph_neural_network,Q107750691,pos=fallback
methods__gpt-j,methods,method,gpt-j,GPT-J,gpt-j,other,unigram,NN,false,other,both,2,18,gpt-j; gpt-j 6b,gpt-j; gpt-j 6b,https://en.wikipedia.org/wiki/GPT-J,Q116937684,pos=fallback
methods__ner,methods,method,ner,named-entity recognition,ner,task,unigram,NN,false,task,initial_corpus,2,16,entity recognition; named entity recognition; ner,entity recognition; named entity recognition; named-entity recognition; ner,https://en.wikipedia.org/wiki/Named-entity_recognition,Q403574,pos=fallback
methods__bloom,methods,method,bloom,BLOOM,bloom,other,unigram,NN,false,other,both,2,11,bloom,bloom,https://en.wikipedia.org/wiki/BLOOM_%28language_model%29,Q113013356,pos=fallback
methods__Word2Vec,methods,method,Word2Vec,Word2Vec,Word2Vec,other,unigram,CD,false,other,initial_corpus,2,4,word2vec,word2vec,https://en.wikipedia.org/wiki/Word2vec,Q22673982,pos=fallback
methods__visual question answering,methods,method,visual question answering,visual question answering,visual question answering,task,trigram,JJ NN NN,false,task,both,2,4,visual question answering; visual question-answering,visual question answering; visual question-answering,nan,Q124169176,pos=fallback
methods__heuristic,methods,method,heuristic,heuristic,heuristic,method,unigram,JJ,false,core_method,both,2,3,heuristic,heuristic,https://en.wikipedia.org/wiki/Heuristic_%28computer_science%29,Q1981968,pos=fallback
methods__meta-learning,methods,method,meta-learning,meta-learning,meta-learning,other,unigram,NN,false,other,initial_corpus,2,3,meta-learning,meta-learning,https://en.wikipedia.org/wiki/Meta-learning_%28computer_science%29,Q6822311,pos=fallback
methods__model weights,methods,method,model weights,Model weights,model weights,other,bigram,NN NN,false,other,round2_corpus,2,3,model weights,model weights,nan,Q138819465,pos=fallback
methods__natural language inference,methods,method,natural language inference,textual entailment,natural language inference,task,trigram,JJ NN NN,false,task,initial_corpus,2,2,natural language inference,natural language inference; textual entailment,https://en.wikipedia.org/wiki/Textual_entailment,Q6588467,pos=fallback
methods__neural machine translation,methods,method,neural machine translation,neural machine translation,neural machine translation,task,trigram,JJ NN NN,false,task,initial_corpus,2,2,neural machine translation,neural machine translation,https://en.wikipedia.org/wiki/Neural_machine_translation,Q25053937,pos=fallback
methods__reg,methods,method,reg,referring expression generation,reg,method,unigram,NN,false,core_method,initial_corpus,2,2,reg,referring expression generation; reg,https://en.wikipedia.org/wiki/Referring_expression_generation,Q7307185,pos=fallback
methods__scikit-learn,methods,method,scikit-learn,scikit-learn,scikit-learn,other,unigram,NN,false,other,both,2,2,scikit-learn,scikit-learn,https://en.wikipedia.org/wiki/Scikit-learn,Q1026367,pos=fallback
methods__text generation,methods,method,text generation,natural language generation,text generation,task,bigram,NN NN,false,task,both,2,2,text generation,natural language generation; text generation,https://en.wikipedia.org/wiki/Natural_language_generation,Q1513879,pos=fallback
methods__unsupervised learning,methods,method,unsupervised learning,unsupervised learning,unsupervised learning,method,bigram,JJ NN,false,core_method,initial_corpus,2,2,unsupervised learning,unsupervised learning,https://en.wikipedia.org/wiki/Unsupervised_learning,Q1152135,pos=fallback
related_work__embeddings,related work,related_work,embeddings,embedding,embeddings,component,unigram,NN,false,core_method,both,23,74,embedding; embeddings,embedding; embeddings,https://en.wikipedia.org/wiki/Embedding_%28machine_learning%29,Q133284072,pos=fallback
related_work__BERT,related work,related_work,BERT,bidirectional encoder representations from transformers,BERT,model,unigram,NN,false,core_method,both,16,38,bert,bert; bidirectional encoder representations from transformers,https://en.wikipedia.org/wiki/BERT_%28language_model%29,Q61726893,pos=fallback
related_work__attention,related work,related_work,attention,attention,attention,component,unigram,NN,false,core_method,both,16,37,attention; attention mechanism,attention; attention mechanism,https://en.wikipedia.org/wiki/Attention_%28machine_learning%29,Q103701642,pos=fallback
related_work__natural language processing,related work,related_work,natural language processing,Natural language processing,natural language processing,other,trigram,JJ NN NN,false,background,both,16,22,natural language processing; nlp,natural language processing; nlp,https://en.wikipedia.org/wiki/Natural_language_processing,Q30642,pos=fallback
related_work__transformer,related work,related_work,transformer,transformer,transformer,model,unigram,NN,false,core_method,both,15,41,transformer; transformers,transformer; transformers,https://en.wikipedia.org/wiki/Transformer_%28deep_learning%29,Q85810444,pos=fallback
related_work__end-to-end,related work,related_work,end-to-end,end-to-end reinforcement learning,end-to-end,other,bigram,NN NN,false,background,both,15,21,deep rl; end-to-end,deep rl; end-to-end; end-to-end reinforcement learning,https://en.wikipedia.org/wiki/End-to-end_reinforcement_learning,Q30589144,pos=fallback
related_work__reinforcement learning,related work,related_work,reinforcement learning,reinforcement learning,reinforcement learning,method,bigram,NN NN,false,core_method,both,14,36,reinforcement learning,reinforcement learning,https://en.wikipedia.org/wiki/Reinforcement_learning,Q830687,pos=fallback
related_work__question answering,related work,related_work,question answering,question answering,question answering,task,bigram,NN NN,false,task,both,13,14,question answering; question-answering,question answering; question-answering,https://en.wikipedia.org/wiki/Question_answering,Q1074173,pos=fallback
related_work__convolutional neural networks,related work,related_work,convolutional neural networks,Convolutional neural network,convolutional neural networks,model,trigram,JJ JJ NN,false,core_method,both,12,24,cnn,cellular neural network; cnn; convolutional neural network; convolutional neural networks,https://en.wikipedia.org/wiki/Cellular_neural_network,Q5058375,pos=fallback
related_work__representation learning,related work,related_work,representation learning,feature learning,representation learning,method,bigram,NN NN,false,core_method,both,12,24,feature learning; representation learning,feature learning; representation learning,https://en.wikipedia.org/wiki/Feature_learning,Q17013334,pos=fallback
related_work__training data,related work,related_work,training data,training set,training data,dataset,bigram,NN NN,false,dataset,both,12,17,training data; training dataset; training set,training data; training dataset; training set,https://en.wikipedia.org/wiki/Training_set,Q3997298,pos=fallback
related_work__machine translation,related work,related_work,machine translation,machine translation,machine translation,task,bigram,NN NN,false,task,both,12,14,machine translation; machine-translation,machine translation; machine-translation,https://en.wikipedia.org/wiki/Machine_translation,Q79798,pos=fallback
related_work__deep learning,related work,related_work,deep learning,deep learning,deep learning,method,bigram,JJ NN,false,core_method,both,11,17,deep learning,deep learning,https://en.wikipedia.org/wiki/Deep_learning,Q197536,pos=fallback
related_work__object detection,related work,related_work,object detection,object detection,object detection,task,bigram,NN NN,false,task,initial_corpus,11,13,object detection,object detection,https://en.wikipedia.org/wiki/Object_detection,Q3045304,pos=fallback
related_work__deep neural networks,related work,related_work,deep neural networks,deep neural network,deep neural networks,model,trigram,JJ JJ NN,false,core_method,both,10,15,deep network; deep networks; deep neural network; deep neural networks; dnn,deep network; deep networks; deep neural network; deep neural networks; dnn,https://en.wikipedia.org/wiki/Deep_neural_network,Q51289900,pos=fallback
related_work__autoencoders,related work,related_work,autoencoders,autoencoder,autoencoders,method,unigram,NN,false,core_method,both,8,14,autoencoder; autoencoders,autoencoder; autoencoders,https://en.wikipedia.org/wiki/Autoencoder,Q786435,pos=fallback
related_work__speech recognition,related work,related_work,speech recognition,speech recognition,speech recognition,task,bigram,NN NN,false,task,both,7,21,asr; speech recognition,asr; speech recognition,https://en.wikipedia.org/wiki/Speech_recognition,Q189436,pos=fallback
related_work__word embeddings,related work,related_work,word embeddings,word embedding,word embeddings,component,bigram,NN NN,false,core_method,initial_corpus,7,10,word embeddings; word vector; word vector representation,word embedding; word embeddings; word vector; word vector representation,https://en.wikipedia.org/wiki/Word_embedding,Q18395344,pos=fallback
related_work__MLP,related work,related_work,MLP,multilayer perceptron,MLP,model,unigram,NN,false,core_method,both,7,9,mlp; multi-layer perceptron,mlp; multi-layer perceptron; multilayer perceptron,https://en.wikipedia.org/wiki/Multilayer_perceptron,Q2991667,pos=fallback
related_work__self-attention,related work,related_work,self-attention,self-attention,self-attention,component,unigram,NN,false,core_method,both,6,19,self attention; self-attention; self-attention mechanism,self attention; self-attention; self-attention mechanism,nan,Q113364820,pos=fallback
related_work__policy gradient,related work,related_work,policy gradient,policy-gradient method,policy gradient,method,bigram,NN JJ,false,core_method,both,6,17,policy gradient; policy gradient methods,policy gradient; policy gradient methods; policy-gradient method,https://en.wikipedia.org/wiki/Policy_gradient_method,Q113840014,pos=fallback
related_work__recurrent neural networks,related work,related_work,recurrent neural networks,Recurrent neural network,recurrent neural networks,model,trigram,JJ JJ NN,false,core_method,both,6,13,recurrent neural network; recurrent neural networks; rnn,recurrent neural network; recurrent neural networks; rnn,https://en.wikipedia.org/wiki/Recurrent_neural_network,Q1457734,pos=fallback
related_work__vision and language,related work,related_work,vision and language,Vision and Language,vision and language,other,trigram,NN NN NN,false,background,both,6,10,vision and language; vision-and-language,vision and language; vision-and-language,nan,Q111467776,pos=fallback
related_work__supervised learning,related work,related_work,supervised learning,supervised learning,supervised learning,method,bigram,JJ NN,false,core_method,both,6,6,supervised learning,supervised learning,https://en.wikipedia.org/wiki/Supervised_learning,Q334384,pos=fallback
related_work__segmentation,related work,related_work,segmentation,speech segmentation,segmentation,task,unigram,NN,false,task,both,5,11,segmentation,segmentation; speech segmentation,https://en.wikipedia.org/wiki/Speech_segmentation,Q2266173,pos=fallback
related_work__bias,related work,related_work,bias,prediction bias,bias,component,unigram,NN,false,core_method,both,5,9,bias,bias; prediction bias,nan,Q139934379,pos=fallback
related_work__machine learning,related work,related_work,machine learning,machine learning,machine learning,other,bigram,NN NN,false,background,round2_corpus,5,9,machine learning,machine learning,https://en.wikipedia.org/wiki/Machine_learning,Q2539,pos=fallback
related_work__self-supervised learning,related work,related_work,self-supervised learning,self-supervised learning,self-supervised learning,method,bigram,JJ NN,false,core_method,both,5,8,self-supervised learning,self-supervised learning,https://en.wikipedia.org/wiki/Self-supervised_learning,Q77562367,pos=fallback
related_work__semi-supervised learning,related work,related_work,semi-supervised learning,semi-supervised learning,semi-supervised learning,method,bigram,JJ NN,false,core_method,initial_corpus,5,8,semi-supervised learning; semisupervised learning,semi-supervised learning; semisupervised learning,https://en.wikipedia.org/wiki/Semi-supervised_learning,Q1041418,pos=fallback
related_work__nlg,related work,related_work,nlg,natural language generation,nlg,task,unigram,NN,false,task,both,5,7,natural language generation; nlg; text generation,natural language generation; nlg; text generation,https://en.wikipedia.org/wiki/Natural_language_generation,Q1513879,pos=fallback
related_work__gradient descent,related work,related_work,gradient descent,gradient descent,gradient descent,method,bigram,JJ NN,false,core_method,both,5,5,gradient descent,gradient descent,https://en.wikipedia.org/wiki/Gradient_descent,Q1199743,pos=fallback
related_work__large language models,related work,related_work,large language models,Large language model,large language models,model,trigram,JJ NN NN,false,core_method,initial_corpus,4,22,large language models; llm; llms,large language model; large language models; llm; llms,https://en.wikipedia.org/wiki/Large_language_model,Q115305900,pos=fallback
related_work__few-shot learning,related work,related_work,few-shot learning,few-shot learning,few-shot learning,other,bigram,NN NN,false,background,both,4,8,few-shot learning,few-shot learning,nan,Q110797734,pos=fallback
related_work__GPT,related work,related_work,GPT,generative pre-trained transformer,GPT,model,unigram,NN,false,core_method,both,4,6,gpt,generative pre-trained transformer; gpt,https://en.wikipedia.org/wiki/Generative_pre-trained_transformer,Q116777014,pos=fallback
related_work__GPT-3,related work,related_work,GPT-3,GPT-3,GPT-3,model,unigram,CD,false,core_method,both,4,6,gpt-3,gpt-3,https://en.wikipedia.org/wiki/GPT-3,Q95726734,pos=fallback
related_work__ResNet,related work,related_work,ResNet,residual neural network,ResNet,model,unigram,NN,false,core_method,initial_corpus,4,6,resnet,residual neural network; resnet,https://en.wikipedia.org/wiki/Residual_neural_network,Q43744058,pos=fallback
related_work__image recognition,related work,related_work,image recognition,image recognition,image recognition,other,bigram,NN NN,false,background,initial_corpus,4,6,image recognition,image recognition,https://en.wikipedia.org/wiki/Image_recognition,Q28038508,pos=fallback
related_work__learning algorithms,related work,related_work,learning algorithms,machine learning algorithm,learning algorithms,method,bigram,NN NN,false,core_method,both,4,6,learning algorithm; learning algorithms,learning algorithm; learning algorithms; machine learning algorithm,https://en.wikipedia.org/wiki/Machine_learning_algorithm,Q110688486,pos=fallback
related_work__aggregation,related work,related_work,aggregation,aggregation,aggregation,other,unigram,NN,false,background,both,4,5,aggregation,aggregation,https://en.wikipedia.org/wiki/Aggregation_%28linguistics%29,Q4692263,pos=fallback
related_work__alexnet,related work,related_work,alexnet,AlexNet,alexnet,model,unigram,NN,false,core_method,initial_corpus,4,5,alexnet,alexnet,https://en.wikipedia.org/wiki/AlexNet,Q28325009,pos=fallback
related_work__ar models,related work,related_work,ar models,autoregressive model,ar models,other,bigram,NN NN,false,background,both,4,5,ar models; autoregressive models,ar models; autoregressive model; autoregressive models,https://en.wikipedia.org/wiki/Autoregressive_model,Q2202883,pos=fallback
related_work__feed-forward neural network,related work,related_work,feed-forward neural network,feedforward neural network,feed-forward neural network,other,trigram,NN JJ NN,false,background,both,4,4,feed-forward neural network; feedforward neural network,feed-forward neural network; feedforward neural network,https://en.wikipedia.org/wiki/Feedforward_neural_network,Q5441227,pos=fallback
related_work__natural language inference,related work,related_work,natural language inference,textual entailment,natural language inference,task,trigram,JJ NN NN,false,task,both,4,4,natural language inference,natural language inference; textual entailment,https://en.wikipedia.org/wiki/Textual_entailment,Q6588467,pos=fallback
related_work__diffusion models,related work,related_work,diffusion models,diffusion model,diffusion models,method,bigram,NN NN,false,core_method,round2_corpus,3,22,diffusion model; diffusion models,diffusion model; diffusion models,https://en.wikipedia.org/wiki/Diffusion_model,Q114617315,pos=fallback
related_work__distillation,related work,related_work,distillation,knowledge distillation,distillation,method,unigram,NN,false,core_method,both,3,16,distillation; knowledge distillation,distillation; knowledge distillation,https://en.wikipedia.org/wiki/Knowledge_distillation,Q74253442,pos=fallback
